"","subj","native_lang","age","gender","trial_type","r1","r2","r3","r4","r5","r6"
"910","A1CY01G7686ORZ","english",35,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'yes')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '27561')",""
"911","A1CY01G7686ORZ","english",35,"female","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios F and E.""%2CCoworker 2 says%2C ""Studio A.""%2CCoworker 3 says%2C ""Studios F%2C E%2C D%2C C and B.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '25895')"
"912","A1CY01G7686ORZ","english",35,"female","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Place E.""%2CInvestigator 2 says%2C ""Place F.""%2CInvestigator 3 says%2C ""Places F and A.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '16297')"
"913","A1CY01G7686ORZ","english",35,"female","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diner E.""%2CFriend 2 says%2C ""Diner C.""%2CFriend 3 says%2C ""Diners A and E.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '25327')"
"915","A1CY01G7686ORZ","english",35,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '20950')",""
"916","A1CY01G7686ORZ","english",35,"female","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store E.""%2CAdvisor 2 says%2C ""Stores E and B.""%2CAdvisor 3 says%2C ""Stores A and F.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '12311')"
"917","A1CY01G7686ORZ","english",35,"female","low","('answers_reported', 'placeholderCousin 1 says%2C ""Locations A%2C D%2C E%2C and F.""%2CCousin 2 says%2C ""Location B.""%2CCousin 3 says%2C ""Locations A and D.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '32030')"
"919","A1CY01G7686ORZ","english",35,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '68619')",""
"920","A1CY01G7686ORZ","english",35,"female","exit_quest","('know_conditons', 'John found coffee at the coffee shop.')","('know_conditons', 'John can find coffee at the coffee shop.')","('difficult', 'no%2C it was not hard.')","('anything_else', 'no')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '86837')"
"921","A2QKM3JUFWBSMO","English",63,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '27741')","","","",""
"922","A2QKM3JUFWBSMO","English",63,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '58643')",""
"923","A2QKM3JUFWBSMO","English",63,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '61333')",""
"924","A2QKM3JUFWBSMO","English",63,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '4637')","","","",""
"925","A2QKM3JUFWBSMO","English",63,"male","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant E.""%2CInspector 2 says%2C ""Restaurant A.""%2CInspector 3 says%2C ""Restaurants A and B.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '175692')"
"926","A2QKM3JUFWBSMO","English",63,"male","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe E.""%2CClassmate 2 says%2C ""Cafes F and D.""%2CClassmate 3 says%2C ""Cafe D.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '56818')"
"927","A2QKM3JUFWBSMO","English",63,"male","control","('when_A_chosen', 'yes')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '49552')",""
"928","A2QKM3JUFWBSMO","English",63,"male","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Places F%2C A%2C B%2C C and E.""%2CInvestigator 2 says%2C ""Places F and A.""%2CInvestigator 3 says%2C ""Place F.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '46617')"
"930","A2QKM3JUFWBSMO","English",63,"male","low","('answers_reported', 'placeholderCousin 1 says%2C ""Location A.""%2CCousin 2 says%2C ""Location F.""%2CCousin 3 says%2C ""Location B.""')","('pic_cousin_A_chosen', 'yes')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '32425')"
"931","A2QKM3JUFWBSMO","English",63,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '40560')",""
"932","A2QKM3JUFWBSMO","English",63,"male","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast district.""%2COperative 2 says%2C ""The West district.""%2COperative 3 says%2C ""The North district.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'no')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '49809')"
"934","A2QKM3JUFWBSMO","English",63,"male","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios C and B.""%2CCoworker 2 says%2C ""Studio F.""%2CCoworker 3 says%2C ""Studios F and E.""')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '27165')"
"935","A2QKM3JUFWBSMO","English",63,"male","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth and second floors.""%2CFirefighter 2 says%2C ""The first floor.""%2CFirefighter 3 says%2C ""The fourth and sixth floors.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'no')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '34513')"
"936","A2QKM3JUFWBSMO","English",63,"male","control","('why_A_chosen', 'no')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '54137')",""
"937","A2QKM3JUFWBSMO","English",63,"male","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stall B.""%2CBrother 2 says%2C ""Stalls C and D.""%2CBrother 3 says%2C ""Stalls A and B.""')","('brother_A_chosen', 'no')","('brother_B_chosen', 'no')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '25803')"
"939","A2QKM3JUFWBSMO","English",63,"male","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store E.""%2CAdvisor 2 says%2C ""Stores E and B.""%2CAdvisor 3 says%2C ""Store F.""')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '39884')"
"940","A2QKM3JUFWBSMO","English",63,"male","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diner E.""%2CFriend 2 says%2C ""Diner B.""%2CFriend 3 says%2C ""Diners A and E.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '27747')"
"941","A2QKM3JUFWBSMO","English",63,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '31038')",""
"943","A2QKM3JUFWBSMO","English",63,"male","exit_quest","('know_conditons', 'He found coffee in the higher ranked coffee shop')","('know_conditons', ""John can find  coffee at any number of cafe's"")","('difficult', 'I am not sure if it was easy or not. There are many ways to answer these questions. ')","('anything_else', 'No comments')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '151821')"
"944","A7SXWHGK8B40R","English",24,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '13687')","","","",""
"945","A7SXWHGK8B40R","English",24,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'yes')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '38591')",""
"946","A7SXWHGK8B40R","English",24,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '30136')",""
"947","A7SXWHGK8B40R","English",24,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1662')","","","",""
"948","A7SXWHGK8B40R","English",24,"male","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Place F.""%2CInvestigator 2 says%2C ""Places F and A.""%2CInvestigator 3 says%2C ""Places F%2C A%2C B%2C C and E.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'no')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '23550')"
"949","A7SXWHGK8B40R","English",24,"male","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diners C and F.""%2CFriend 2 says%2C ""Diner C.""%2CFriend 3 says%2C ""Diners C%2C F%2C A%2C D%2C and E.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '20902')"
"951","A7SXWHGK8B40R","English",24,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '23042')",""
"952","A7SXWHGK8B40R","English",24,"male","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fourth and sixth floors.""%2CFirefighter 2 says%2C ""The sixth floor.""%2CFirefighter 3 says%2C ""The first floor.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'no')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '24029')"
"953","A7SXWHGK8B40R","English",24,"male","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios F%2C E%2C D%2C C and B.""%2CCoworker 2 says%2C ""Studio F.""%2CCoworker 3 says%2C ""Studios C and B.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '10315')"
"955","A7SXWHGK8B40R","English",24,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '27401')",""
"956","A7SXWHGK8B40R","English",24,"male","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Stores A and F.""%2CAdvisor 2 says%2C ""Stores E and B.""%2CAdvisor 3 says%2C ""Store F.""')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '9008')"
"957","A7SXWHGK8B40R","English",24,"male","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stall C.""%2CBrother 2 says%2C ""Stalls C%2C D%2C A%2C F and B.""%2CBrother 3 says%2C ""Stalls C and D.""')","('brother_A_chosen', 'no')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '10608')"
"958","A7SXWHGK8B40R","English",24,"male","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurants C and E.""%2CInspector 2 says%2C ""Restaurant E.""%2CInspector 3 says%2C ""Restaurants A and B.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '17345')"
"960","A7SXWHGK8B40R","English",24,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '33103')",""
"961","A7SXWHGK8B40R","English",24,"male","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe D.""%2CClassmate 2 says%2C ""Cafes F and D.""%2CClassmate 3 says%2C ""Cafes E%2C B%2C F%2C C and D.""')","('coffee_classmate_A_chosen', 'no')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '6255')"
"962","A7SXWHGK8B40R","English",24,"male","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast%2C Southwest%2C South%2C Southeast and North districts.""%2COperative 2 says%2C ""The Northeast and Southwest districts.""%2COperative 3 says%2C ""The Northeast district.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'no')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '26058')"
"963","A7SXWHGK8B40R","English",24,"male","low","('answers_reported', 'placeholderCousin 1 says%2C ""Location F.""%2CCousin 2 says%2C ""Location A.""%2CCousin 3 says%2C ""Locations D and F.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'yes')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '16030')"
"965","A7SXWHGK8B40R","English",24,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '13893')",""
"966","A7SXWHGK8B40R","English",24,"male","exit_quest","('know_conditons', 'I would give the location where he found the coffee. ')","('know_conditons', 'I would say where John could find coffee.')","('difficult', 'The task was very easy and straightforward overall. ')","('anything_else', 'No')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '56338')"
"967","A230GPTWWF3SE7","English",26,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1224')","","","",""
"968","A230GPTWWF3SE7","English",26,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '13867')",""
"969","A230GPTWWF3SE7","English",26,"female","train","('train_m_A_chosen', 'yes')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '77664')",""
"970","A230GPTWWF3SE7","English",26,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1578')","","","",""
"971","A230GPTWWF3SE7","English",26,"female","low","('answers_reported', 'placeholderCousin 1 says%2C ""Location F.""%2CCousin 2 says%2C ""Locations A%2C D%2C E%2C and F.""%2CCousin 3 says%2C ""Location A.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'yes')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '10570')"
"972","A230GPTWWF3SE7","English",26,"female","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth floor.""%2CFirefighter 2 says%2C ""The fifth%2C second%2C fourth%2C third and sixth floors.""%2CFirefighter 3 says%2C ""The first floor.""')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '16204')"
"973","A230GPTWWF3SE7","English",26,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '9683')",""
"974","A230GPTWWF3SE7","English",26,"female","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios F and E.""%2CCoworker 2 says%2C ""Studios C and B.""%2CCoworker 3 says%2C ""Studio B.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '19114')"
"976","A230GPTWWF3SE7","English",26,"female","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant A.""%2CInspector 2 says%2C ""Restaurants C and E.""%2CInspector 3 says%2C ""Restaurants A and B.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '12411')"
"977","A230GPTWWF3SE7","English",26,"female","control","('what_A_chosen', 'no')","('what_B_chosen', 'no')","('what_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '2356')",""
"978","A230GPTWWF3SE7","English",26,"female","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stalls C and D.""%2CBrother 2 says%2C ""Stall E.""%2CBrother 3 says%2C ""Stall C.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'no')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '6017')"
"980","A230GPTWWF3SE7","English",26,"female","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Place F.""%2CInvestigator 2 says%2C ""Places B and E.""%2CInvestigator 3 says%2C ""Place D.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '18733')"
"981","A230GPTWWF3SE7","English",26,"female","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diner C.""%2CFriend 2 says%2C ""Diners A and E.""%2CFriend 3 says%2C ""Diners C and F.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '3296')"
"982","A230GPTWWF3SE7","English",26,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '2854')",""
"983","A230GPTWWF3SE7","English",26,"female","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast and Southwest districts.""%2COperative 2 says%2C ""The South and North districts.""%2COperative 3 says%2C ""The North district.""')","('operative_A_chosen', 'no')","('operative_B_chosen', 'no')","('operative_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '30439')"
"985","A230GPTWWF3SE7","English",26,"female","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe A.""%2CClassmate 2 says%2C ""Cafe D.""%2CClassmate 3 says%2C ""Cafes E%2C B%2C F%2C C and D.""')","('coffee_classmate_A_chosen', 'no')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '3880')"
"986","A230GPTWWF3SE7","English",26,"female","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Stores E and B.""%2CAdvisor 2 says%2C ""Stores E%2C B%2C A%2C D%2C and F.""%2CAdvisor 3 says%2C ""Store F.""')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '5894')"
"987","A230GPTWWF3SE7","English",26,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '7498')",""
"989","A230GPTWWF3SE7","English",26,"female","exit_quest","('know_conditons', ""I'd say the exact place he got it"")","('know_conditons', ""I'd list different places he could go to find coffe."")","('difficult', ""A little because I wasn't sure which ones to choose because things seemed not definite to me."")","('anything_else', 'n/a')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '79053')"
"990","A2RMJNF6IPI42F","english",33,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '4184')","","","",""
"991","A2RMJNF6IPI42F","english",33,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'yes')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '29574')",""
"992","A2RMJNF6IPI42F","english",33,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '21436')",""
"993","A2RMJNF6IPI42F","english",33,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1811')","","","",""
"994","A2RMJNF6IPI42F","english",33,"female","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stalls A and B.""%2CBrother 2 says%2C ""Stall C.""%2CBrother 3 says%2C ""Stall B.""')","('brother_A_chosen', 'no')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '20259')"
"995","A2RMJNF6IPI42F","english",33,"female","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fourth and sixth floors.""%2CFirefighter 2 says%2C ""The first floor.""%2CFirefighter 3 says%2C ""The fifth and second floors.""')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'no')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '15738')"
"997","A2RMJNF6IPI42F","english",33,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '27459')",""
"998","A2RMJNF6IPI42F","english",33,"female","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios F and E.""%2CCoworker 2 says%2C ""Studio F.""%2CCoworker 3 says%2C ""Studio A.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '12419')"
"999","A2RMJNF6IPI42F","english",33,"female","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant A.""%2CInspector 2 says%2C ""Restaurants A and B.""%2CInspector 3 says%2C ""Restaurants C and E.""')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'yes')","('inspector_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '11086')"
"1001","A2RMJNF6IPI42F","english",33,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '130077')",""
"1002","A2RMJNF6IPI42F","english",33,"female","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafes E%2C B%2C F%2C C and D.""%2CClassmate 2 says%2C ""Cafes E and B.""%2CClassmate 3 says%2C ""Cafe D.""')","('coffee_classmate_A_chosen', 'no')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '8023')"
"1003","A2RMJNF6IPI42F","english",33,"female","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Stores A and F.""%2CAdvisor 2 says%2C ""Stores E and B.""%2CAdvisor 3 says%2C ""Store F.""')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '6886')"
"1004","A2RMJNF6IPI42F","english",33,"female","low","('answers_reported', 'placeholderCousin 1 says%2C ""Locations D and F.""%2CCousin 2 says%2C ""Location A.""%2CCousin 3 says%2C ""Location B.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '9022')"
"1006","A2RMJNF6IPI42F","english",33,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '10446')",""
"1007","A2RMJNF6IPI42F","english",33,"female","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast district.""%2COperative 2 says%2C ""The North district.""%2COperative 3 says%2C ""The West district.""')","('operative_A_chosen', 'no')","('operative_B_chosen', 'no')","('operative_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '9671')"
"1008","A2RMJNF6IPI42F","english",33,"female","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diner E.""%2CFriend 2 says%2C ""Diner C.""%2CFriend 3 says%2C ""Diners C and F.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '8462')"
"1009","A2RMJNF6IPI42F","english",33,"female","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Places F and A.""%2CInvestigator 2 says%2C ""Place F.""%2CInvestigator 3 says%2C ""Places B and E.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '7244')"
"1011","A2RMJNF6IPI42F","english",33,"female","control","('when_A_chosen', 'yes')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '13468')",""
"1012","A2RMJNF6IPI42F","english",33,"female","exit_quest","('know_conditons', 'at the grocery store')","('know_conditons', 'at starbucks')","('difficult', 'n/a')","('anything_else', 'no')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '15850')"
"1013","A2GTL8ODM5JYA2","English",40,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '7800')","","","",""
"1014","A2GTL8ODM5JYA2","English",40,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '54148')",""
"1015","A2GTL8ODM5JYA2","English",40,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'yes')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '36250')",""
"1016","A2GTL8ODM5JYA2","English",40,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1715')","","","",""
"1017","A2GTL8ODM5JYA2","English",40,"female","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurants A and B.""%2CInspector 2 says%2C ""Restaurants C and E.""%2CInspector 3 says%2C ""Restaurant E.""')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '86042')"
"1018","A2GTL8ODM5JYA2","English",40,"female","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafes E and B.""%2CClassmate 2 says%2C ""Cafe D.""%2CClassmate 3 says%2C ""Cafes F and D.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '38710')"
"1019","A2GTL8ODM5JYA2","English",40,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '49212')",""
