AP4FDDWBJW470,English,53,female,low,"('answers_reported', 'placeholderCoworker 1 says%2C ""Studio F.""%2CCoworker 2 says%2C ""Studios F and E.""%2CCoworker 3 says%2C ""Studio B.""')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '42671')"
AP4FDDWBJW470,English,53,female,high,"('answers_reported', 'placeholderOperative 1 says%2C ""The South and North districts.""%2COperative 2 says%2C ""The North district.""%2COperative 3 says%2C ""The Northeast district.""')","('operative_A_chosen', 'no')","('operative_B_chosen', 'no')","('operative_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '53869')"
AP4FDDWBJW470,English,53,female,low,"('answers_reported', 'placeholderCousin 1 says%2C ""Locations A and D.""%2CCousin 2 says%2C ""Location F.""%2CCousin 3 says%2C ""Location A.""')","('pic_cousin_A_chosen', 'yes')","('pic_cousin_B_chosen', 'yes')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '50668')"
AP4FDDWBJW470,English,53,female,nst,"('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '6795')",,,
AP4FDDWBJW470,English,53,female,control,"('what_A_chosen', 'yes')","('what_B_chosen', 'yes')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '39004')",
AP4FDDWBJW470,English,53,female,high,"('answers_reported', 'placeholderAdviser 1 says%2C ""Stores E%2C B%2C A%2C D%2C and F.""%2CAdviser 2 says%2C ""Stores E and B.""%2CAdviser 3 says%2C ""Store E.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'no')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '19227')"
AP4FDDWBJW470,English,53,female,low,"('answers_reported', 'placeholderFriend 1 says%2C ""Diner E.""%2CFriend 2 says%2C ""Diner C.""%2CFriend 3 says%2C ""Diners A and E.""')","('la_friend_A_chosen', 'yes')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '44975')"
AP4FDDWBJW470,English,53,female,nst,"('NST_2a_chosen', 'no')","('NST_2b_chosen', 'yes')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '22015')"
AP4FDDWBJW470,English,53,female,control,"('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '31910')",
AP4FDDWBJW470,English,53,female,high,"('answers_reported', 'placeholderFirefighter 1 says%2C ""The fourth and sixth floors.""%2CFirefighter 2 says%2C ""The sixth floor.""%2CFirefighter 3 says%2C ""The first floor.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '14210')"
AP4FDDWBJW470,English,53,female,low,"('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe E.""%2CClassmate 2 says%2C ""Cafes E and B.""%2CClassmate 3 says%2C ""Cafe A.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '23669')"
AP4FDDWBJW470,English,53,female,high,"('answers_reported', 'placeholderInvestigator 1 says%2C ""Places F%2C A%2C B%2C C and E.""%2CInvestigator 2 says%2C ""Place E.""%2CInvestigator 3 says%2C ""Place F.""')","('fbi_investigator_A_chosen', 'yes')","('fbi_investigator_B_chosen', 'no')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '34765')"
AP4FDDWBJW470,English,53,female,nst,"('NST_1a_chosen', 'yes')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'no')","('_REACTION_TIME_', '26232')",
AP4FDDWBJW470,English,53,female,control,"('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '11645')",
AP4FDDWBJW470,English,53,female,low,"('answers_reported', 'placeholderBrother 1 says%2C ""Stalls C%2C D%2C A%2C F and B.""%2CBrother 2 says%2C ""Stall B.""%2CBrother 3 says%2C ""Stalls A and B.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'no')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '13788')"
AP4FDDWBJW470,English,53,female,high,"('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant A.""%2CInspector 2 says%2C ""Restaurants A and B.""%2CInspector 3 says%2C ""Restaurants A%2C B%2C C%2C D%2C and E.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '17897')"
AP4FDDWBJW470,English,53,female,nst,"('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'yes')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '55977')"
AP4FDDWBJW470,English,53,female,control,"('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '42496')",
AP4FDDWBJW470,English,53,female,exit_quest,"('know_conditons', 'I would say%2C he found coffee at the corner cafe.')","('know_conditons', 'John can find coffee at the corner cafe.')","('difficult', 'Did not find it difficult.')","('anything_else', 'Found the task fun and innovative.')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '68615')"
AQSB97UW88SO2,English,30,male,instructions,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '14735')",,,,
AQSB97UW88SO2,English,30,male,train,"('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '54457')",
AQSB97UW88SO2,English,30,male,train,"('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '45354')",
AQSB97UW88SO2,English,30,male,train_end,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2373')",,,,
AQSB97UW88SO2,English,30,male,low,"('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe A.""%2CClassmate 2 says%2C ""Cafes E%2C B%2C F%2C C and D.""%2CClassmate 3 says%2C ""Cafe D.""')","('coffee_classmate_A_chosen', 'no')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '56393')"
AQSB97UW88SO2,English,30,male,high,"('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast%2C Southwest%2C South%2C Southeast and North districts.""%2COperative 2 says%2C ""The Northeast and Southwest districts.""%2COperative 3 says%2C ""The South and North districts.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'no')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '50713')"
AQSB97UW88SO2,English,30,male,low,"('answers_reported', 'placeholderCoworker 1 says%2C ""Studio A.""%2CCoworker 2 says%2C ""Studios F and E.""%2CCoworker 3 says%2C ""Studio F.""')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '14409')"
AQSB97UW88SO2,English,30,male,nst,"('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'yes')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '52286')"
AQSB97UW88SO2,English,30,male,control,"('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '64348')",
AQSB97UW88SO2,English,30,male,high,"('answers_reported', 'placeholderInvestigator 1 says%2C ""Place F.""%2CInvestigator 2 says%2C ""Places F and A.""%2CInvestigator 3 says%2C ""Places F%2C A%2C B%2C C and E.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'no')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '23104')"
AQSB97UW88SO2,English,30,male,low,"('answers_reported', 'placeholderFriend 1 says%2C ""Diner E.""%2CFriend 2 says%2C ""Diners C%2C F%2C A%2C D%2C and E.""%2CFriend 3 says%2C ""Diners A and E.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '24074')"
AQSB97UW88SO2,English,30,male,nst,"('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'yes')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '19891')"
AQSB97UW88SO2,English,30,male,control,"('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '32081')",
AQSB97UW88SO2,English,30,male,high,"('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant E.""%2CInspector 2 says%2C ""Restaurant F.""%2CInspector 3 says%2C ""Restaurants C and E.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '11615')"
AQSB97UW88SO2,English,30,male,low,"('answers_reported', 'placeholderBrother 1 says%2C ""Stall C.""%2CBrother 2 says%2C ""Stalls A and B.""%2CBrother 3 says%2C ""Stalls C%2C D%2C A%2C F and B.""')","('brother_A_chosen', 'no')","('brother_B_chosen', 'no')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '14556')"
AQSB97UW88SO2,English,30,male,high,"('answers_reported', 'placeholderFirefighter 1 says%2C ""The sixth floor.""%2CFirefighter 2 says%2C ""The fourth and sixth floors.""%2CFirefighter 3 says%2C ""The fifth and second floors.""')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'no')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '21600')"
AQSB97UW88SO2,English,30,male,nst,"('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '7212')",,,
AQSB97UW88SO2,English,30,male,control,"('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '55895')",
AQSB97UW88SO2,English,30,male,low,"('answers_reported', 'placeholderCousin 1 says%2C ""Location B.""%2CCousin 2 says%2C ""Location A.""%2CCousin 3 says%2C ""Location F.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '10248')"
AQSB97UW88SO2,English,30,male,high,"('answers_reported', 'placeholderAdviser 1 says%2C ""Store F.""%2CAdviser 2 says%2C ""Stores A and F.""%2CAdviser 3 says%2C ""Stores E and B.""')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'no')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '9893')"
AQSB97UW88SO2,English,30,male,nst,"('NST_1a_chosen', 'yes')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '15741')",
AQSB97UW88SO2,English,30,male,control,"('why_A_chosen', 'no')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '31316')",
AQSB97UW88SO2,English,30,male,exit_quest,"('know_conditons', ""I'm not sure where John found coffee."")","('know_conditons', ""John could probably find coffee at any coffee shop in his area but%2C since I don't have a specific answer and because I don't know where John lives%2C I'm not exactly sure how to answer your question%2C sorry."")","('difficult', ""No%2C I didn't find this task difficult at all. It was easy because people either know something or they don't. A person only knows something if they give the exact%2C correct answer. While some people in the exercises gave partially correct answers%2C since they didn't know the whole truth%2C they technically didn't really know."")","('anything_else', 'I wish you good luck with the study.')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '275505')"
A1T9KDKDFO114S,english,65,female,instructions,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '23805')",,,,
A1T9KDKDFO114S,english,65,female,train,"('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '27767')",
A1T9KDKDFO114S,english,65,female,train,"('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '33283')",
A1T9KDKDFO114S,english,65,female,train_end,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2338')",,,,
A1T9KDKDFO114S,english,65,female,high,"('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast and Southwest districts.""%2COperative 2 says%2C ""The North district.""%2COperative 3 says%2C ""The Northeast%2C Southwest%2C South%2C Southeast and North districts.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '59237')"
A1T9KDKDFO114S,english,65,female,low,"('answers_reported', 'placeholderCousin 1 says%2C ""Location A.""%2CCousin 2 says%2C ""Locations D and F.""%2CCousin 3 says%2C ""Locations A%2C D%2C E%2C and F.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '1834')"
A1T9KDKDFO114S,english,65,female,nst,"('NST_1a_chosen', 'yes')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '13897')",
A1T9KDKDFO114S,english,65,female,control,"('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '50149')",
A1T9KDKDFO114S,english,65,female,high,"('answers_reported', 'placeholderAdviser 1 says%2C ""Store F.""%2CAdviser 2 says%2C ""Stores E and B.""%2CAdviser 3 says%2C ""Store C.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '36269')"
A1T9KDKDFO114S,english,65,female,low,"('answers_reported', 'placeholderClassmate 1 says%2C ""Cafes E and B.""%2CClassmate 2 says%2C ""Cafes F and D.""%2CClassmate 3 says%2C ""Cafe E.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '44668')"
A1T9KDKDFO114S,english,65,female,nst,"('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'yes')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '26813')"
A1T9KDKDFO114S,english,65,female,control,"('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '30863')",
A1T9KDKDFO114S,english,65,female,high,"('answers_reported', 'placeholderInvestigator 1 says%2C ""Places F and A.""%2CInvestigator 2 says%2C ""Place F.""%2CInvestigator 3 says%2C ""Place E.""')","('fbi_investigator_A_chosen', 'yes')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '31754')"
A1T9KDKDFO114S,english,65,female,low,"('answers_reported', 'placeholderBrother 1 says%2C ""Stall B.""%2CBrother 2 says%2C ""Stalls A and B.""%2CBrother 3 says%2C ""Stalls C and D.""')","('brother_A_chosen', 'no')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '45437')"
A1T9KDKDFO114S,english,65,female,high,"('answers_reported', 'placeholderFirefighter 1 says%2C ""The first floor.""%2CFirefighter 2 says%2C ""The fifth floor.""%2CFirefighter 3 says%2C ""The fourth and sixth floors.""')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '32824')"
A1T9KDKDFO114S,english,65,female,nst,"('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '13134')",,,
A1T9KDKDFO114S,english,65,female,control,"('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '50444')",
A1T9KDKDFO114S,english,65,female,low,"('answers_reported', 'placeholderCoworker 1 says%2C ""Studio F.""%2CCoworker 2 says%2C ""Studio B.""%2CCoworker 3 says%2C ""Studios C and B.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '26337')"
A1T9KDKDFO114S,english,65,female,high,"('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant A.""%2CInspector 2 says%2C ""Restaurant F.""%2CInspector 3 says%2C ""Restaurants A and B.""')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '31408')"
A1T9KDKDFO114S,english,65,female,low,"('answers_reported', 'placeholderFriend 1 says%2C ""Diner B.""%2CFriend 2 says%2C ""Diners C%2C F%2C A%2C D%2C and E.""%2CFriend 3 says%2C ""Diners A and E.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '45205')"
A1T9KDKDFO114S,english,65,female,nst,"('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'yes')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '21980')"
A1T9KDKDFO114S,english,65,female,control,"('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '24604')",
A1T9KDKDFO114S,english,65,female,exit_quest,"('know_conditons', 'He went down the street to the diner.')","('know_conditons', 'He can find it on the first floor of this building.')","('difficult', 'not at all. fun!')","('anything_else', '')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '65556')"
A3FAH5S2RGZ5AK,English,29,female,instructions,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1649')",,,,
A3FAH5S2RGZ5AK,English,29,female,train,"('train_f_A_chosen', 'yes')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '4758')",
A3FAH5S2RGZ5AK,English,29,female,train,"('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '3470')",
A3FAH5S2RGZ5AK,English,29,female,train_end,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2563')",,,,
A3FAH5S2RGZ5AK,English,29,female,high,"('answers_reported', 'placeholderAdviser 1 says%2C ""Store E.""%2CAdviser 2 says%2C ""Store C.""%2CAdviser 3 says%2C ""Store F.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'no')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '4008')"
A3FAH5S2RGZ5AK,English,29,female,low,"('answers_reported', 'placeholderCousin 1 says%2C ""Locations D and F.""%2CCousin 2 says%2C ""Locations A and D.""%2CCousin 3 says%2C ""Location F.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'yes')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '2930')"
A3FAH5S2RGZ5AK,English,29,female,control,"('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '4463')",
A3FAH5S2RGZ5AK,English,29,female,high,"('answers_reported', 'placeholderInspector 1 says%2C ""Restaurants A%2C B%2C C%2C D%2C and E.""%2CInspector 2 says%2C ""Restaurant E.""%2CInspector 3 says%2C ""Restaurants C and E.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '3702')"
A3FAH5S2RGZ5AK,English,29,female,nst,"('NST_4a_chosen', 'yes')","('NST_4b_chosen', 'no')","('_REACTION_TIME_', '3918')",,,
A3FAH5S2RGZ5AK,English,29,female,low,"('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe D.""%2CClassmate 2 says%2C ""Cafes F and D.""%2CClassmate 3 says%2C ""Cafes E and B.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '4707')"
A3FAH5S2RGZ5AK,English,29,female,control,"('what_A_chosen', 'no')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '3921')",
A3FAH5S2RGZ5AK,English,29,female,high,"('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth and second floors.""%2CFirefighter 2 says%2C ""The sixth floor.""%2CFirefighter 3 says%2C ""The first floor.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'no')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '4552')"
A3FAH5S2RGZ5AK,English,29,female,nst,"('NST_1a_chosen', 'no')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'yes')","('NST_1d_chosen', 'no')","('_REACTION_TIME_', '3666')",
A3FAH5S2RGZ5AK,English,29,female,low,"('answers_reported', 'placeholderFriend 1 says%2C ""Diner C.""%2CFriend 2 says%2C ""Diners A and E.""%2CFriend 3 says%2C ""Diners C and F.""')","('la_friend_A_chosen', 'yes')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '4712')"
A3FAH5S2RGZ5AK,English,29,female,high,"('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast and Southwest districts.""%2COperative 2 says%2C ""The Northeast%2C Southwest%2C South%2C Southeast and North districts.""%2COperative 3 says%2C ""The Northeast district.""')","('operative_A_chosen', 'no')","('operative_B_chosen', 'no')","('operative_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '5182')"
A3FAH5S2RGZ5AK,English,29,female,control,"('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '11081')",
A3FAH5S2RGZ5AK,English,29,female,low,"('answers_reported', 'placeholderCoworker 1 says%2C ""Studio B.""%2CCoworker 2 says%2C ""Studios F and E.""%2CCoworker 3 says%2C ""Studio F.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '4800')"
A3FAH5S2RGZ5AK,English,29,female,nst,"('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'no')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '4768')"
A3FAH5S2RGZ5AK,English,29,female,high,"('answers_reported', 'placeholderInvestigator 1 says%2C ""Place E.""%2CInvestigator 2 says%2C ""Places F%2C A%2C B%2C C and E.""%2CInvestigator 3 says%2C ""Place F.""')","('fbi_investigator_A_chosen', 'yes')","('fbi_investigator_B_chosen', 'no')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '4318')"
A3FAH5S2RGZ5AK,English,29,female,low,"('answers_reported', 'placeholderBrother 1 says%2C ""Stall C.""%2CBrother 2 says%2C ""Stalls C%2C D%2C A%2C F and B.""%2CBrother 3 says%2C ""Stall B.""')","('brother_A_chosen', 'no')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '3795')"
A3FAH5S2RGZ5AK,English,29,female,control,"('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '2897')",
A3FAH5S2RGZ5AK,English,29,female,nst,"('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'no')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '5834')"
A3FAH5S2RGZ5AK,English,29,female,exit_quest,"('know_conditons', ""I'm not sure."")","('know_conditons', ""I don't know."")","('difficult', 'No')","('anything_else', 'No')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '32580')"
A3TM9RWWBPQBVM,English,32,female,instructions,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '100352')",,,,
A3TM9RWWBPQBVM,English,32,female,train,"('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '50653')",
A3TM9RWWBPQBVM,English,32,female,train,"('train_m_A_chosen', 'no')","('train_m_B_chosen', 'yes')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '41156')",
A3TM9RWWBPQBVM,English,32,female,train_end,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2309')",,,,
A3TM9RWWBPQBVM,English,32,female,high,"('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth%2C second%2C fourth%2C third and sixth floors.""%2CFirefighter 2 says%2C ""The sixth floor.""%2CFirefighter 3 says%2C ""The fourth and sixth floors.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '86389')"
A3TM9RWWBPQBVM,English,32,female,low,"('answers_reported', 'placeholderBrother 1 says%2C ""Stall C.""%2CBrother 2 says%2C ""Stalls A and B.""%2CBrother 3 says%2C ""Stalls C and D.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'no')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '73507')"
A3TM9RWWBPQBVM,English,32,female,high,"('answers_reported', 'placeholderInvestigator 1 says%2C ""Places F%2C A%2C B%2C C and E.""%2CInvestigator 2 says%2C ""Place F.""%2CInvestigator 3 says%2C ""Places B and E.""')","('fbi_investigator_A_chosen', 'yes')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '101724')"
A3TM9RWWBPQBVM,English,32,female,nst,"('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'yes')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'yes')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '43644')"
